5.0, {'nt1': -0.004464286, 'nt10': 0.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': 0.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 1, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 0, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 1, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 0, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
635.0, {'nt1': -2.8660715, 'nt10': -0.875, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.004464286, 'nt14': -3.767857, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.52678573, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 10, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 17, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 10, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 19, 'nt15': 0, 'nt16': 0, 'nt2': 61, 'nt3': 49, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
640.0, {'nt1': -3.0669644, 'nt10': -1.0982143, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.026785715, 'nt14': -3.4151785, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.66071427, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 10, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 16, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 10, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 20, 'nt15': 0, 'nt16': 0, 'nt2': 60, 'nt3': 49, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
645.0, {'nt1': -3.267857, 'nt10': -1.1383928, 'nt11': -0.03125, 'nt12': 0.0, 'nt13': -0.084821425, 'nt14': -3.2142856, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.017857144, 'nt5': 0.0, 'nt6': -0.008928572, 'nt7': -0.48660713, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 9, 'nt11': 3, 'nt12': 0, 'nt13': 4, 'nt14': 14, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 1, 'nt5': 0, 'nt6': 1, 'nt7': 5, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 9, 'nt11': 3, 'nt12': 0, 'nt13': 4, 'nt14': 18, 'nt15': 0, 'nt16': 0, 'nt2': 59, 'nt3': 49, 'nt4': 1, 'nt5': 0, 'nt6': 1, 'nt7': 5, 'nt8': 0, 'nt9': 0}, 
650.0, {'nt1': -3.46875, 'nt10': -1.3392857, 'nt11': -0.026785715, 'nt12': 0.0, 'nt13': -0.058035713, 'nt14': -2.736607, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.035714287, 'nt7': -0.20535715, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 9, 'nt11': 1, 'nt12': 0, 'nt13': 2, 'nt14': 12, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 2, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 9, 'nt11': 1, 'nt12': 0, 'nt13': 2, 'nt14': 18, 'nt15': 0, 'nt16': 0, 'nt2': 58, 'nt3': 49, 'nt4': 0, 'nt5': 0, 'nt6': 2, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
655.0, {'nt1': -3.669643, 'nt10': -1.5401785, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.102678575, 'nt14': -3.138393, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.026785715, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 9, 'nt11': 0, 'nt12': 0, 'nt13': 2, 'nt14': 12, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 9, 'nt11': 0, 'nt12': 0, 'nt13': 2, 'nt14': 18, 'nt15': 0, 'nt16': 0, 'nt2': 57, 'nt3': 49, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
660.0, {'nt1': -3.8705356, 'nt10': -1.7410715, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -3.299107, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.004464286, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 9, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 12, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 9, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 17, 'nt15': 0, 'nt16': 0, 'nt2': 56, 'nt3': 49, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
665.0, {'nt1': -4.0, 'nt10': -1.7142857, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.004464286, 'nt14': -3.6785715, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.013392857, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 10, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 12, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 10, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 17, 'nt15': 0, 'nt16': 0, 'nt2': 55, 'nt3': 49, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
670.0, {'nt1': -4.0, 'nt10': -1.9866072, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.05357143, 'nt14': -3.7589285, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.04910714, 'nt7': -0.004464286, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 13, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 12, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 2, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 13, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 15, 'nt15': 0, 'nt16': 0, 'nt2': 55, 'nt3': 49, 'nt4': 0, 'nt5': 0, 'nt6': 2, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
675.0, {'nt1': -4.0, 'nt10': -1.7544643, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.16517857, 'nt14': -3.84375, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.035714287, 'nt7': -0.004464286, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 13, 'nt11': 0, 'nt12': 0, 'nt13': 5, 'nt14': 13, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 13, 'nt11': 0, 'nt12': 0, 'nt13': 5, 'nt14': 14, 'nt15': 0, 'nt16': 0, 'nt2': 54, 'nt3': 49, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
680.0, {'nt1': -4.0, 'nt10': -2.044643, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.29464287, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.026785715, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 13, 'nt11': 0, 'nt12': 0, 'nt13': 6, 'nt14': 16, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 13, 'nt11': 0, 'nt12': 0, 'nt13': 6, 'nt14': 16, 'nt15': 0, 'nt16': 0, 'nt2': 53, 'nt3': 49, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
685.0, {'nt1': -4.0, 'nt10': -2.017857, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.2544643, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.071428575, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 12, 'nt11': 0, 'nt12': 0, 'nt13': 5, 'nt14': 16, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 12, 'nt11': 0, 'nt12': 0, 'nt13': 5, 'nt14': 19, 'nt15': 0, 'nt16': 0, 'nt2': 52, 'nt3': 49, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
690.0, {'nt1': -4.0, 'nt10': -1.3214285, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.17857143, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.004464286, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.116071425, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 9, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 18, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 1, 'nt5': 0, 'nt6': 0, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 9, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 19, 'nt15': 0, 'nt16': 0, 'nt2': 51, 'nt3': 47, 'nt4': 1, 'nt5': 0, 'nt6': 0, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
695.0, {'nt1': -4.0, 'nt10': -0.89285713, 'nt11': -0.008928572, 'nt12': 0.0, 'nt13': -0.24553572, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.008928572, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.16071428, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 7, 'nt11': 1, 'nt12': 0, 'nt13': 3, 'nt14': 19, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 1, 'nt5': 0, 'nt6': 0, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 7, 'nt11': 1, 'nt12': 0, 'nt13': 3, 'nt14': 20, 'nt15': 0, 'nt16': 0, 'nt2': 50, 'nt3': 45, 'nt4': 1, 'nt5': 0, 'nt6': 0, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
700.0, {'nt1': -4.0, 'nt10': -1.0491072, 'nt11': -0.04017857, 'nt12': 0.0, 'nt13': -0.08928572, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.0625, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.20535715, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 7, 'nt11': 2, 'nt12': 0, 'nt13': 3, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 3, 'nt5': 0, 'nt6': 0, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 7, 'nt11': 2, 'nt12': 0, 'nt13': 3, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 50, 'nt3': 43, 'nt4': 3, 'nt5': 0, 'nt6': 0, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
705.0, {'nt1': -4.0, 'nt10': -1.2053572, 'nt11': -0.084821425, 'nt12': 0.0, 'nt13': -0.026785715, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.15178572, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.13839285, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 7, 'nt11': 2, 'nt12': 0, 'nt13': 1, 'nt14': 24, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 5, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 7, 'nt11': 2, 'nt12': 0, 'nt13': 1, 'nt14': 25, 'nt15': 0, 'nt16': 0, 'nt2': 49, 'nt3': 41, 'nt4': 5, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
710.0, {'nt1': -4.0, 'nt10': -1.3616072, 'nt11': -0.008928572, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.17410715, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.16071428, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 7, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 5, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 7, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 0, 'nt16': 0, 'nt2': 50, 'nt3': 40, 'nt4': 5, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
715.0, {'nt1': -4.0, 'nt10': -1.5714285, 'nt11': -0.03125, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.2857143, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 11, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 5, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 11, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 0, 'nt16': 0, 'nt2': 50, 'nt3': 40, 'nt4': 5, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
720.0, {'nt1': -4.0, 'nt10': -1.8526785, 'nt11': -0.084821425, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.39732143, 'nt5': 0.0, 'nt6': -0.004464286, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 14, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 5, 'nt5': 0, 'nt6': 1, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 14, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 23, 'nt15': 0, 'nt16': 0, 'nt2': 49, 'nt3': 40, 'nt4': 5, 'nt5': 0, 'nt6': 1, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
725.0, {'nt1': -4.0, 'nt10': -2.2098215, 'nt11': -0.14732143, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.27232143, 'nt5': 0.0, 'nt6': -0.026785715, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 17, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 4, 'nt5': 0, 'nt6': 1, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 17, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 51, 'nt3': 40, 'nt4': 4, 'nt5': 0, 'nt6': 1, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
730.0, {'nt1': -4.0, 'nt10': -2.5892856, 'nt11': -0.23660715, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -0.004464286, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.12946428, 'nt5': 0.0, 'nt6': -0.071428575, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 17, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 22, 'nt15': 1, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 2, 'nt5': 0, 'nt6': 2, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 17, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 22, 'nt15': 1, 'nt16': 0, 'nt2': 52, 'nt3': 40, 'nt4': 2, 'nt5': 0, 'nt6': 2, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
735.0, {'nt1': -4.0, 'nt10': -2.96875, 'nt11': -0.13839285, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.05357143, 'nt7': -0.04017857, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 17, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 2, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 17, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 0, 'nt16': 0, 'nt2': 54, 'nt3': 40, 'nt4': 0, 'nt5': 0, 'nt6': 2, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
740.0, {'nt1': -4.0, 'nt10': -3.3482144, 'nt11': -0.20535715, 'nt12': 0.0, 'nt13': -0.02232143, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.008928572, 'nt5': 0.0, 'nt6': -0.10714286, 'nt7': -0.084821425, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 17, 'nt11': 3, 'nt12': 0, 'nt13': 2, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 1, 'nt5': 0, 'nt6': 3, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 17, 'nt11': 3, 'nt12': 0, 'nt13': 2, 'nt14': 24, 'nt15': 0, 'nt16': 0, 'nt2': 58, 'nt3': 40, 'nt4': 1, 'nt5': 0, 'nt6': 3, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
745.0, {'nt1': -4.0, 'nt10': -3.736607, 'nt11': -0.16517857, 'nt12': 0.0, 'nt13': -0.06696428, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.1875, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 18, 'nt11': 3, 'nt12': 0, 'nt13': 2, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 18, 'nt11': 3, 'nt12': 0, 'nt13': 2, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 61, 'nt3': 40, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
750.0, {'nt1': -4.0, 'nt10': -3.357143, 'nt11': -0.23214285, 'nt12': 0.0, 'nt13': -0.13392857, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.008928572, 'nt5': 0.0, 'nt6': -0.15625, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 16, 'nt11': 3, 'nt12': 0, 'nt13': 3, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 1, 'nt5': 0, 'nt6': 5, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 16, 'nt11': 3, 'nt12': 0, 'nt13': 3, 'nt14': 23, 'nt15': 0, 'nt16': 0, 'nt2': 62, 'nt3': 40, 'nt4': 1, 'nt5': 0, 'nt6': 5, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
755.0, {'nt1': -4.0, 'nt10': -3.7142856, 'nt11': -0.32589287, 'nt12': 0.0, 'nt13': -0.12053572, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.26785713, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 16, 'nt11': 6, 'nt12': 0, 'nt13': 3, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 16, 'nt11': 6, 'nt12': 0, 'nt13': 3, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 64, 'nt3': 40, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
760.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.48214287, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.3794643, 'nt7': -0.008928572, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 18, 'nt11': 8, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 18, 'nt11': 8, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 0, 'nt16': 0, 'nt2': 66, 'nt3': 40, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
765.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.69196427, 'nt12': 0.0, 'nt13': -0.013392857, 'nt14': -4.0, 'nt15': -0.004464286, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.26785713, 'nt7': -0.03125, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 18, 'nt11': 11, 'nt12': 0, 'nt13': 1, 'nt14': 24, 'nt15': 1, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 18, 'nt11': 11, 'nt12': 0, 'nt13': 1, 'nt14': 24, 'nt15': 1, 'nt16': 0, 'nt2': 68, 'nt3': 42, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
770.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.59375, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -0.004464286, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.15625, 'nt7': -0.07589286, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 18, 'nt11': 12, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 1, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 18, 'nt11': 12, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 1, 'nt16': 0, 'nt2': 67, 'nt3': 45, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
